id,alt,utmx_norm, utmy_norm, longx_norm, longy_norm
891,203.1942,-164.97422006051056,143.3827710825135,-0.002352760181679514,0.0012715772975013806
892,203.1972,-163.97812006052118,143.4690710824798,-0.0023387201816795766,0.0012724672975039653
893,203.2096,-162.98112006054725,143.54597108246526,-0.002324660181681537,0.0012732672974991033
894,203.1981,-161.98132006049855,143.5635710824863,-0.002310560181680188,0.001273537297500127
895,203.2009,-160.98152006050805,143.57167108246358,-0.002296450181681564,0.0012737172975008093
896,203.2202,-159.98232006054604,143.53167108248454,-0.0022823401816793876,0.0012734672975014405
897,203.23,-158.98482006054837,143.46957108250353,-0.0022682501816824185,0.0012730172974997345
898,203.206,-157.99092006054707,143.35927108250326,-0.0022542101816789284,0.0012721372975050826
899,203.2285,-157.00082006049342,143.22187108249636,-0.0022402101816823006,0.0012710072975039566
900,203.2354,-156.0152200605371,143.05287108250195,-0.0022262801816808064,0.0012695972975009795
901,203.2385,-155.0364200604963,142.84987108246423,-0.002212430181682379,0.0012678772975007746
902,203.2466,-154.06222006049938,142.62447108246852,-0.00219864018168181,0.0012659572974982325
903,203.2511,-153.09832006052602,142.35907108249376,-0.002184990181682167,0.001263677297501431
904,203.2983,-152.13822006050032,142.07967108249431,-0.002171400181680383,0.0012612672975009787
905,203.2781,-151.19382006052183,141.7512710824958,-0.002158010181680936,0.0012584172974996477
906,203.2686,-150.25192006054567,141.41547108249506,-0.002144660181681246,0.0012555072975004578
907,203.2534,-149.32742006052285,141.03437108249636,-0.0021315501816800975,0.001252177297502044
908,203.2655,-148.40512006054632,140.6480710824835,-0.002118470181681431,0.0012488072975003206
909,203.2785,-147.49822006054455,140.22677108249627,-0.0021056001816823766,0.001245117297500542
910,203.3047,-146.59782006050227,139.79247108247364,-0.0020928201816801106,0.0012413072975050454
911,203.3092,-145.71582006051904,139.32117108249804,-0.002080290181680766,0.0012371672975035608
912,203.31,-144.84212006052257,138.8351710824645,-0.0020678801816806924,0.0012328872975047034
913,203.3,-143.9818200605223,138.32527108245995,-0.002055650181681301,0.0012283972975026813
914,203.3155,-143.1335200605099,137.7962710824795,-0.0020435901816817648,0.0012237372975008043
915,203.3294,-142.29722006054362,137.2479710825137,-0.002031690181681256,0.0012188972974982448
916,203.34,-141.47502006054856,136.67927108251024,-0.002019990181679532,0.001213867297501281
917,203.3273,-140.6614200604963,136.0977710824809,-0.002008410181680631,0.001208727297502321
918,203.3647,-139.86442006053403,135.49407108250307,-0.001997060181679444,0.001203387297501024
919,203.3629,-139.0738200605265,134.881771082466,-0.001985790181681324,0.0011979672975002131
920,203.3586,-138.3039200605126,134.24377108248882,-0.001974820181679604,0.0011923072975008608
921,203.3675,-137.53832006052835,133.60037108248798,-0.001963900181682021,0.001186607297498199
922,203.3811,-136.79182006051997,132.9350710824947,-0.0019532501816819092,0.0011807072975003052
923,203.3787,-136.04742006049491,132.26737108250381,-0.0019426301816807268,0.0011747772974999293
924,203.3914,-135.32462006050628,131.57627108250745,-0.0019323101816794974,0.0011686472975043216
925,203.4062,-134.60492006054847,130.88207108248025,-0.001922040181682405,0.0011624772974982989
926,203.3817,-133.9073200605344,130.16567108250456,-0.0019120701816817132,0.0011561172975049772
927,203.3993,-133.21272006054642,129.4462710825028,-0.0019021401816807781,0.0011497172975012404
928,203.4123,-132.52962006052257,128.71597108250717,-0.0018923801816796981,0.0011432272975042679
929,203.4261,-131.85082006052835,127.98167108249618,-0.0018826701816792024,0.0011366972975039857
930,203.4147,-131.18242006050423,127.23787108249962,-0.0018731101816804596,0.0011300772975033624
931,203.4267,-130.51722006051568,126.49127108248649,-0.0018636001816823011,0.0011234372975010842
932,203.4476,-129.85732006054604,125.7398710824782,-0.0018541501816820016,0.0011167472975017745
933,203.4561,-129.20422006049193,124.98267108248547,-0.0018448101816801454,0.0011100072974983277
934,203.466,-128.55972006049706,124.2180710824905,-0.0018355801816802852,0.0011032072975041274
935,203.4667,-127.92412006051745,123.44617108249804,-0.0018264801816805232,0.0010963272975033078
936,203.4652,-127.29702006053412,122.6671710825176,-0.0018174901816792044,0.0010893972974983512
937,203.4822,-126.66762006049976,121.89017108251574,-0.0018084801816797835,0.0010824772975013275
938,203.4644,-126.03642006049631,121.11447108251741,-0.0017994401816814332,0.0010755672975051311
939,203.5142,-125.40892006049398,120.33587108249776,-0.0017904501816801144,0.0010686272974993472
940,203.5068,-124.78342006052844,119.55567108246032,-0.0017814901816812778,0.0010616772974998412
